"","unlist.htweet."
"tweet_ 11723",4
"tweet_ 11724",26
"tweet_ 11725",260
"tweet_ 11726",149
"tweet_ 11727",110
"tweet_ 11728",76
"tweet_ 11729",75
"tweet_ 11730",3
"tweet_ 11731",85
"tweet_ 11732",88
"tweet_ 11733",175
"tweet_ 11734",237
"tweet_ 11735",14
"tweet_ 11736",135
"tweet_ 11737",232
"tweet_ 11738",72
"tweet_ 11739",60
"tweet_ 11740",96
"tweet_ 11741",133
"tweet_ 11742",190
"tweet_ 11743",112
"tweet_ 11744",89
"tweet_ 11745",130
"tweet_ 11746",112
"tweet_ 11747",51
"tweet_ 11748",236
"tweet_ 11749",183
"tweet_ 11750",54
"tweet_ 11751",243
"tweet_ 11752",152
"tweet_ 11753",224
"tweet_ 11754",242
"tweet_ 11755",200
"tweet_ 11756",75
"tweet_ 11757",218
"tweet_ 11758",244
"tweet_ 11759",189
"tweet_ 11760",200
"tweet_ 11761",95
"tweet_ 11762",113
"tweet_ 11763",253
"tweet_ 11764",250
"tweet_ 11765",227
"tweet_ 11766",175
"tweet_ 11767",238
"tweet_ 11768",171
"tweet_ 11769",186
"tweet_ 11770",186
"tweet_ 11771",130
"tweet_ 11772",78
"tweet_ 11773",253
"tweet_ 11774",65
"tweet_ 11775",34
"tweet_ 11776",138
"tweet_ 11777",65
"tweet_ 11778",50
"tweet_ 11779",208
"tweet_ 11780",145
"tweet_ 11781",81
"tweet_ 11782",105
"tweet_ 11783",27
"tweet_ 11784",103
"tweet_ 11785",65
"tweet_ 11786",4
"tweet_ 11787",150
"tweet_ 11788",174
"tweet_ 11789",225
"tweet_ 11790",51
"tweet_ 11791",118
"tweet_ 11792",38
"tweet_ 11793",165
"tweet_ 11794",169
"tweet_ 11795",19
"tweet_ 11796",27
"tweet_ 11797",182
"tweet_ 11798",254
"tweet_ 11799",224
"tweet_ 11800",172
"tweet_ 11801",95
"tweet_ 11802",161
"tweet_ 11803",112
"tweet_ 11804",231
"tweet_ 11805",243
"tweet_ 11806",186
"tweet_ 11807",34
"tweet_ 11808",45
"tweet_ 11809",90
"tweet_ 11810",19
"tweet_ 11811",149
"tweet_ 11812",186
"tweet_ 11813",229
"tweet_ 11814",222
"tweet_ 11815",261
"tweet_ 11816",186
"tweet_ 11817",36
"tweet_ 11818",37
"tweet_ 11819",136
"tweet_ 11820",76
"tweet_ 11821",19
"tweet_ 11822",250
"tweet_ 11823",84
"tweet_ 11824",192
"tweet_ 11825",260
"tweet_ 11826",231
"tweet_ 11827",236
"tweet_ 11828",64
"tweet_ 11829",152
"tweet_ 11830",58
"tweet_ 11831",146
"tweet_ 11832",151
"tweet_ 11833",263
"tweet_ 11834",119
"tweet_ 11835",199
"tweet_ 11836",134
"tweet_ 11837",212
"tweet_ 11838",183
"tweet_ 11839",47
"tweet_ 11840",10
"tweet_ 11841",163
"tweet_ 11842",232
"tweet_ 11843",154
"tweet_ 11844",81
"tweet_ 11845",129
"tweet_ 11846",103
"tweet_ 11847",163
"tweet_ 11848",251
"tweet_ 11849",19
"tweet_ 11850",30
"tweet_ 11851",152
"tweet_ 11852",45
"tweet_ 11853",91
"tweet_ 11854",45
"tweet_ 11855",186
"tweet_ 11856",221
"tweet_ 11857",43
"tweet_ 11858",173
"tweet_ 11859",148
"tweet_ 11860",192
"tweet_ 11861",225
"tweet_ 11862",187
"tweet_ 11863",165
"tweet_ 11864",117
"tweet_ 11865",230
"tweet_ 11866",47
"tweet_ 11867",138
"tweet_ 11868",235
"tweet_ 11869",212
"tweet_ 11870",26
"tweet_ 11871",65
"tweet_ 11872",133
"tweet_ 11873",75
"tweet_ 11874",13
"tweet_ 11875",139
"tweet_ 11876",146
"tweet_ 11877",71
"tweet_ 11878",242
"tweet_ 11879",163
"tweet_ 11880",244
"tweet_ 11881",170
"tweet_ 11882",35
"tweet_ 11883",12
"tweet_ 11884",174
"tweet_ 11885",80
"tweet_ 11886",161
"tweet_ 11887",163
"tweet_ 11888",11
"tweet_ 11889",205
"tweet_ 11890",139
"tweet_ 11891",26
"tweet_ 11892",49
"tweet_ 11893",252
"tweet_ 11894",40
"tweet_ 11895",43
"tweet_ 11896",103
"tweet_ 11897",86
"tweet_ 11898",162
"tweet_ 11899",56
"tweet_ 11900",172
"tweet_ 11901",245
"tweet_ 11902",35
"tweet_ 11903",212
"tweet_ 11904",186
"tweet_ 11905",58
"tweet_ 11906",94
"tweet_ 11907",146
"tweet_ 11908",34
"tweet_ 11909",200
"tweet_ 11910",35
"tweet_ 11911",174
"tweet_ 11912",80
"tweet_ 11913",242
"tweet_ 11914",171
"tweet_ 11915",158
"tweet_ 11916",157
"tweet_ 11917",224
"tweet_ 11918",203
"tweet_ 11919",262
"tweet_ 11920",242
"tweet_ 11921",169
"tweet_ 11922",183
"tweet_ 11923",129
"tweet_ 11924",232
"tweet_ 11925",153
"tweet_ 11926",262
"tweet_ 11927",208
"tweet_ 11928",130
"tweet_ 11929",171
"tweet_ 11930",200
"tweet_ 11931",149
"tweet_ 11932",113
"tweet_ 11933",198
"tweet_ 11934",97
"tweet_ 11935",228
"tweet_ 11936",28
"tweet_ 11937",210
"tweet_ 11938",125
"tweet_ 11939",106
"tweet_ 11940",74
"tweet_ 11941",172
"tweet_ 11942",77
"tweet_ 11943",208
"tweet_ 11944",65
"tweet_ 11945",224
"tweet_ 11946",243
"tweet_ 11947",192
"tweet_ 11948",74
"tweet_ 11949",130
"tweet_ 11950",182
"tweet_ 11951",191
"tweet_ 11952",198
"tweet_ 11953",149
"tweet_ 11954",200
"tweet_ 11955",235
"tweet_ 11956",244
"tweet_ 11957",230
"tweet_ 11958",263
"tweet_ 11959",191
"tweet_ 11960",14
"tweet_ 11961",230
"tweet_ 11962",95
"tweet_ 11963",65
"tweet_ 11964",36
"tweet_ 11965",102
"tweet_ 11966",175
"tweet_ 11967",90
"tweet_ 11968",65
"tweet_ 11969",109
"tweet_ 11970",110
"tweet_ 11971",242
"tweet_ 11972",112
"tweet_ 11973",109
"tweet_ 11974",14
"tweet_ 11975",47
"tweet_ 11976",125
"tweet_ 11977",197
"tweet_ 11978",205
"tweet_ 11979",171
"tweet_ 11980",45
"tweet_ 11981",230
"tweet_ 11982",133
"tweet_ 11983",192
"tweet_ 11984",130
"tweet_ 11985",199
"tweet_ 11986",14
"tweet_ 11987",204
"tweet_ 11988",11
"tweet_ 11989",11
"tweet_ 11990",108
"tweet_ 11991",205
"tweet_ 11992",242
"tweet_ 11993",113
"tweet_ 11994",109
"tweet_ 11995",15
"tweet_ 11996",109
"tweet_ 11997",204
"tweet_ 11998",233
"tweet_ 11999",184
"tweet_ 12000",113
"tweet_ 12001",186
"tweet_ 12002",227
"tweet_ 12003",70
"tweet_ 12004",247
"tweet_ 12005",57
"tweet_ 12006",265
"tweet_ 12007",78
"tweet_ 12008",130
"tweet_ 12009",90
"tweet_ 12010",246
"tweet_ 12011",119
"tweet_ 12012",252
"tweet_ 12013",133
"tweet_ 12014",55
"tweet_ 12015",36
"tweet_ 12016",180
"tweet_ 12017",45
"tweet_ 12018",75
"tweet_ 12019",176
"tweet_ 12020",172
"tweet_ 12021",187
"tweet_ 12022",19
"tweet_ 12023",78
"tweet_ 12024",90
"tweet_ 12025",81
"tweet_ 12026",170
"tweet_ 12027",167
"tweet_ 12028",97
"tweet_ 12029",224
"tweet_ 12030",37
"tweet_ 12031",113
"tweet_ 12032",227
"tweet_ 12033",71
"tweet_ 12034",204
"tweet_ 12035",222
"tweet_ 12036",237
"tweet_ 12037",195
"tweet_ 12038",152
"tweet_ 12039",74
"tweet_ 12040",93
"tweet_ 12041",82
"tweet_ 12042",170
"tweet_ 12043",224
"tweet_ 12044",45
"tweet_ 12045",224
"tweet_ 12046",208
"tweet_ 12047",154
"tweet_ 12048",232
"tweet_ 12049",215
"tweet_ 12050",53
"tweet_ 12051",223
"tweet_ 12052",5
"tweet_ 12053",242
"tweet_ 12054",31
"tweet_ 12055",160
"tweet_ 12056",76
"tweet_ 12057",233
"tweet_ 12058",228
"tweet_ 12059",145
"tweet_ 12060",18
"tweet_ 12061",90
"tweet_ 12062",161
"tweet_ 12063",154
"tweet_ 12064",259
"tweet_ 12065",200
"tweet_ 12066",10
"tweet_ 12067",45
"tweet_ 12068",232
"tweet_ 12069",70
"tweet_ 12070",12
"tweet_ 12071",2
"tweet_ 12072",261
"tweet_ 12073",187
"tweet_ 12074",160
"tweet_ 12075",162
"tweet_ 12076",91
"tweet_ 12077",218
"tweet_ 12078",227
"tweet_ 12079",158
"tweet_ 12080",49
"tweet_ 12081",97
"tweet_ 12082",94
"tweet_ 12083",119
"tweet_ 12084",44
"tweet_ 12085",27
"tweet_ 12086",174
"tweet_ 12087",143
"tweet_ 12088",205
"tweet_ 12089",110
"tweet_ 12090",24
"tweet_ 12091",208
"tweet_ 12092",203
"tweet_ 12093",227
"tweet_ 12094",2
"tweet_ 12095",251
"tweet_ 12096",243
"tweet_ 12097",12
"tweet_ 12098",64
"tweet_ 12099",201
"tweet_ 12100",229
"tweet_ 12101",89
"tweet_ 12102",161
"tweet_ 12103",60
"tweet_ 12104",87
"tweet_ 12105",37
"tweet_ 12106",152
"tweet_ 12107",165
"tweet_ 12108",130
"tweet_ 12109",26
"tweet_ 12110",45
"tweet_ 12111",224
"tweet_ 12112",22
"tweet_ 12113",47
"tweet_ 12114",109
"tweet_ 12115",144
"tweet_ 12116",130
"tweet_ 12117",40
"tweet_ 12118",186
"tweet_ 12119",67
"tweet_ 12120",162
"tweet_ 12121",94
"tweet_ 12122",230
"tweet_ 12123",58
"tweet_ 12124",204
"tweet_ 12125",244
"tweet_ 12126",110
"tweet_ 12127",187
"tweet_ 12128",194
"tweet_ 12129",157
"tweet_ 12130",257
"tweet_ 12131",151
"tweet_ 12132",58
"tweet_ 12133",222
"tweet_ 12134",205
"tweet_ 12135",58
"tweet_ 12136",47
"tweet_ 12137",242
"tweet_ 12138",17
"tweet_ 12139",131
"tweet_ 12140",170
"tweet_ 12141",16
"tweet_ 12142",230
"tweet_ 12143",57
"tweet_ 12144",65
"tweet_ 12145",54
"tweet_ 12146",47
"tweet_ 12147",221
"tweet_ 12148",244
"tweet_ 12149",90
"tweet_ 12150",161
"tweet_ 12151",243
"tweet_ 12152",242
"tweet_ 12153",130
"tweet_ 12154",243
"tweet_ 12155",148
"tweet_ 12156",30
"tweet_ 12157",222
"tweet_ 12158",33
"tweet_ 12159",243
"tweet_ 12160",253
"tweet_ 12161",64
"tweet_ 12162",203
"tweet_ 12163",201
"tweet_ 12164",174
"tweet_ 12165",36
"tweet_ 12166",63
"tweet_ 12167",87
"tweet_ 12168",230
"tweet_ 12169",19
"tweet_ 12170",131
"tweet_ 12171",162
"tweet_ 12172",161
"tweet_ 12173",160
"tweet_ 12174",146
"tweet_ 12175",162
"tweet_ 12176",243
"tweet_ 12177",133
"tweet_ 12178",59
"tweet_ 12179",84
"tweet_ 12180",212
"tweet_ 12181",233
"tweet_ 12182",21
"tweet_ 12183",45
"tweet_ 12184",192
"tweet_ 12185",39
"tweet_ 12186",12
"tweet_ 12187",236
"tweet_ 12188",108
"tweet_ 12189",97
"tweet_ 12190",87
"tweet_ 12191",207
"tweet_ 12192",244
"tweet_ 12193",54
"tweet_ 12194",247
"tweet_ 12195",35
"tweet_ 12196",212
"tweet_ 12197",161
"tweet_ 12198",212
"tweet_ 12199",215
"tweet_ 12200",54
"tweet_ 12201",126
"tweet_ 12202",172
"tweet_ 12203",180
"tweet_ 12204",164
"tweet_ 12205",264
"tweet_ 12206",49
"tweet_ 12207",34
"tweet_ 12208",230
"tweet_ 12209",138
"tweet_ 12210",58
"tweet_ 12211",57
"tweet_ 12212",125
"tweet_ 12213",195
"tweet_ 12214",188
"tweet_ 12215",25
"tweet_ 12216",36
"tweet_ 12217",205
"tweet_ 12218",143
"tweet_ 12219",215
"tweet_ 12220",49
"tweet_ 12221",214
"tweet_ 12222",79
"tweet_ 12223",22
"tweet_ 12224",223
"tweet_ 12225",76
"tweet_ 12226",149
"tweet_ 12227",2
"tweet_ 12228",200
"tweet_ 12229",23
"tweet_ 12230",17
"tweet_ 12231",90
"tweet_ 12232",239
"tweet_ 12233",140
"tweet_ 12234",49
"tweet_ 12235",223
"tweet_ 12236",101
"tweet_ 12237",47
"tweet_ 12238",158
"tweet_ 12239",208
"tweet_ 12240",90
"tweet_ 12241",24
"tweet_ 12242",29
"tweet_ 12243",109
"tweet_ 12244",243
"tweet_ 12245",11
"tweet_ 12246",170
"tweet_ 12247",170
"tweet_ 12248",157
"tweet_ 12249",133
"tweet_ 12250",200
"tweet_ 12251",123
"tweet_ 12252",98
"tweet_ 12253",94
"tweet_ 12254",44
"tweet_ 12255",232
"tweet_ 12256",110
"tweet_ 12257",198
"tweet_ 12258",264
"tweet_ 12259",237
"tweet_ 12260",71
"tweet_ 12261",36
"tweet_ 12262",140
"tweet_ 12263",242
"tweet_ 12264",221
"tweet_ 12265",265
"tweet_ 12266",95
"tweet_ 12267",23
"tweet_ 12268",27
"tweet_ 12269",72
"tweet_ 12270",11
"tweet_ 12271",162
"tweet_ 12272",110
"tweet_ 12273",180
"tweet_ 12274",90
"tweet_ 12275",199
"tweet_ 12276",174
"tweet_ 12277",243
"tweet_ 12278",205
"tweet_ 12279",43
"tweet_ 12280",102
"tweet_ 12281",223
"tweet_ 12282",162
"tweet_ 12283",17
"tweet_ 12284",89
"tweet_ 12285",29
"tweet_ 12286",36
"tweet_ 12287",49
"tweet_ 12288",36
"tweet_ 12289",215
"tweet_ 12290",225
"tweet_ 12291",157
"tweet_ 12292",27
"tweet_ 12293",29
"tweet_ 12294",223
"tweet_ 12295",29
"tweet_ 12296",243
"tweet_ 12297",172
"tweet_ 12298",157
"tweet_ 12299",19
"tweet_ 12300",73
"tweet_ 12301",83
"tweet_ 12302",58
"tweet_ 12303",97
"tweet_ 12304",90
"tweet_ 12305",162
"tweet_ 12306",126
"tweet_ 12307",70
"tweet_ 12308",118
"tweet_ 12309",81
"tweet_ 12310",31
"tweet_ 12311",201
"tweet_ 12312",15
"tweet_ 12313",36
"tweet_ 12314",36
"tweet_ 12315",194
"tweet_ 12316",261
"tweet_ 12317",5
"tweet_ 12318",79
"tweet_ 12319",246
"tweet_ 12320",76
"tweet_ 12321",113
"tweet_ 12322",84
"tweet_ 12323",154
"tweet_ 12324",54
"tweet_ 12325",220
"tweet_ 12326",233
"tweet_ 12327",188
"tweet_ 12328",245
"tweet_ 12329",169
"tweet_ 12330",175
"tweet_ 12331",163
"tweet_ 12332",45
"tweet_ 12333",110
"tweet_ 12334",129
"tweet_ 12335",60
"tweet_ 12336",65
"tweet_ 12337",53
"tweet_ 12338",245
"tweet_ 12339",95
"tweet_ 12340",106
"tweet_ 12341",174
"tweet_ 12342",38
"tweet_ 12343",205
"tweet_ 12344",79
"tweet_ 12345",126
"tweet_ 12346",244
"tweet_ 12347",200
"tweet_ 12348",232
"tweet_ 12349",47
"tweet_ 12350",174
"tweet_ 12351",247
"tweet_ 12352",4
"tweet_ 12353",95
"tweet_ 12354",157
"tweet_ 12355",95
"tweet_ 12356",215
"tweet_ 12357",53
"tweet_ 12358",25
"tweet_ 12359",80
"tweet_ 12360",162
"tweet_ 12361",181
"tweet_ 12362",23
"tweet_ 12363",119
"tweet_ 12364",90
"tweet_ 12365",186
"tweet_ 12366",264
"tweet_ 12367",215
"tweet_ 12368",64
"tweet_ 12369",102
"tweet_ 12370",127
"tweet_ 12371",175
"tweet_ 12372",164
"tweet_ 12373",12
"tweet_ 12374",134
"tweet_ 12375",199
"tweet_ 12376",13
"tweet_ 12377",35
"tweet_ 12378",170
"tweet_ 12379",163
"tweet_ 12380",189
"tweet_ 12381",172
"tweet_ 12382",264
"tweet_ 12383",237
"tweet_ 12384",15
"tweet_ 12385",189
"tweet_ 12386",187
"tweet_ 12387",249
"tweet_ 12388",176
"tweet_ 12389",203
"tweet_ 12390",201
"tweet_ 12391",58
"tweet_ 12392",98
"tweet_ 12393",192
"tweet_ 12394",163
"tweet_ 12395",260
"tweet_ 12396",84
"tweet_ 12397",192
"tweet_ 12398",205
"tweet_ 12399",139
"tweet_ 12400",199
"tweet_ 12401",75
"tweet_ 12402",104
"tweet_ 12403",248
"tweet_ 12404",231
"tweet_ 12405",163
"tweet_ 12406",108
"tweet_ 12407",30
"tweet_ 12408",33
"tweet_ 12409",37
"tweet_ 12410",230
"tweet_ 12411",72
"tweet_ 12412",157
"tweet_ 12413",45
"tweet_ 12414",183
"tweet_ 12415",73
"tweet_ 12416",226
"tweet_ 12417",136
"tweet_ 12418",103
"tweet_ 12419",27
"tweet_ 12420",152
"tweet_ 12421",36
"tweet_ 12422",149
"tweet_ 12423",120
"tweet_ 12424",35
"tweet_ 12425",227
"tweet_ 12426",154
"tweet_ 12427",208
"tweet_ 12428",58
"tweet_ 12429",161
"tweet_ 12430",189
"tweet_ 12431",247
"tweet_ 12432",208
"tweet_ 12433",157
"tweet_ 12434",171
"tweet_ 12435",208
"tweet_ 12436",87
"tweet_ 12437",197
"tweet_ 12438",71
"tweet_ 12439",212
"tweet_ 12440",163
"tweet_ 12441",43
"tweet_ 12442",157
"tweet_ 12443",62
"tweet_ 12444",268
"tweet_ 12445",236
"tweet_ 12446",152
"tweet_ 12447",230
"tweet_ 12448",4
"tweet_ 12449",237
"tweet_ 12450",222
"tweet_ 12451",205
"tweet_ 12452",40
"tweet_ 12453",52
"tweet_ 12454",176
"tweet_ 12455",165
"tweet_ 12456",232
"tweet_ 12457",109
"tweet_ 12458",19
"tweet_ 12459",227
"tweet_ 12460",22
"tweet_ 12461",198
"tweet_ 12462",244
"tweet_ 12463",163
"tweet_ 12464",45
"tweet_ 12465",198
"tweet_ 12466",137
"tweet_ 12467",75
"tweet_ 12468",222
"tweet_ 12469",55
"tweet_ 12470",230
"tweet_ 12471",160
"tweet_ 12472",208
"tweet_ 12473",187
"tweet_ 12474",165
"tweet_ 12475",38
"tweet_ 12476",36
"tweet_ 12477",72
"tweet_ 12478",147
"tweet_ 12479",204
"tweet_ 12480",9
"tweet_ 12481",62
"tweet_ 12482",13
"tweet_ 12483",45
"tweet_ 12484",75
"tweet_ 12485",47
"tweet_ 12486",71
"tweet_ 12487",93
"tweet_ 12488",244
"tweet_ 12489",197
"tweet_ 12490",45
"tweet_ 12491",18
"tweet_ 12492",229
"tweet_ 12493",191
"tweet_ 12494",212
"tweet_ 12495",84
"tweet_ 12496",110
"tweet_ 12497",64
"tweet_ 12498",232
"tweet_ 12499",39
"tweet_ 12500",16
"tweet_ 12501",224
"tweet_ 12502",260
"tweet_ 12503",17
"tweet_ 12504",19
"tweet_ 12505",152
"tweet_ 12506",162
"tweet_ 12507",231
"tweet_ 12508",157
"tweet_ 12509",233
"tweet_ 12510",188
"tweet_ 12511",34
"tweet_ 12512",144
"tweet_ 12513",258
"tweet_ 12514",224
"tweet_ 12515",13
"tweet_ 12516",85
"tweet_ 12517",164
"tweet_ 12518",58
"tweet_ 12519",196
"tweet_ 12520",167
"tweet_ 12521",57
"tweet_ 12522",205
"tweet_ 12523",166
"tweet_ 12524",35
"tweet_ 12525",165
"tweet_ 12526",94
"tweet_ 12527",162
"tweet_ 12528",244
"tweet_ 12529",113
"tweet_ 12530",195
"tweet_ 12531",110
"tweet_ 12532",140
"tweet_ 12533",70
"tweet_ 12534",162
"tweet_ 12535",10
"tweet_ 12536",33
"tweet_ 12537",223
"tweet_ 12538",36
"tweet_ 12539",242
"tweet_ 12540",93
"tweet_ 12541",22
"tweet_ 12542",30
"tweet_ 12543",145
"tweet_ 12544",84
"tweet_ 12545",23
"tweet_ 12546",227
"tweet_ 12547",98
"tweet_ 12548",29
"tweet_ 12549",90
"tweet_ 12550",118
"tweet_ 12551",268
"tweet_ 12552",90
"tweet_ 12553",58
"tweet_ 12554",97
"tweet_ 12555",79
"tweet_ 12556",113
"tweet_ 12557",75
"tweet_ 12558",57
"tweet_ 12559",66
"tweet_ 12560",45
"tweet_ 12561",192
"tweet_ 12562",118
"tweet_ 12563",90
"tweet_ 12564",27
"tweet_ 12565",235
"tweet_ 12566",227
"tweet_ 12567",32
"tweet_ 12568",188
"tweet_ 12569",79
"tweet_ 12570",133
"tweet_ 12571",90
"tweet_ 12572",190
"tweet_ 12573",113
"tweet_ 12574",81
"tweet_ 12575",76
"tweet_ 12576",175
"tweet_ 12577",58
"tweet_ 12578",180
"tweet_ 12579",174
"tweet_ 12580",18
"tweet_ 12581",140
"tweet_ 12582",153
"tweet_ 12583",27
"tweet_ 12584",215
"tweet_ 12585",98
"tweet_ 12586",12
"tweet_ 12587",248
"tweet_ 12588",36
"tweet_ 12589",165
"tweet_ 12590",36
"tweet_ 12591",140
"tweet_ 12592",227
"tweet_ 12593",113
"tweet_ 12594",194
"tweet_ 12595",75
"tweet_ 12596",175
"tweet_ 12597",86
"tweet_ 12598",164
"tweet_ 12599",113
"tweet_ 12600",27
"tweet_ 12601",97
"tweet_ 12602",133
"tweet_ 12603",171
"tweet_ 12604",93
"tweet_ 12605",236
"tweet_ 12606",130
"tweet_ 12607",194
"tweet_ 12608",223
"tweet_ 12609",207
"tweet_ 12610",251
"tweet_ 12611",187
"tweet_ 12612",153
"tweet_ 12613",27
"tweet_ 12614",225
"tweet_ 12615",208
"tweet_ 12616",181
"tweet_ 12617",236
"tweet_ 12618",133
"tweet_ 12619",243
"tweet_ 12620",157
"tweet_ 12621",261
"tweet_ 12622",174
"tweet_ 12623",9
"tweet_ 12624",242
"tweet_ 12625",148
"tweet_ 12626",165
"tweet_ 12627",35
"tweet_ 12628",266
"tweet_ 12629",138
"tweet_ 12630",75
"tweet_ 12631",85
"tweet_ 12632",36
"tweet_ 12633",215
"tweet_ 12634",153
"tweet_ 12635",222
"tweet_ 12636",256
"tweet_ 12637",27
"tweet_ 12638",45
"tweet_ 12639",201
"tweet_ 12640",64
"tweet_ 12641",132
"tweet_ 12642",138
"tweet_ 12643",19
"tweet_ 12644",86
"tweet_ 12645",44
"tweet_ 12646",161
"tweet_ 12647",136
"tweet_ 12648",36
"tweet_ 12649",253
"tweet_ 12650",200
"tweet_ 12651",81
"tweet_ 12652",38
"tweet_ 12653",93
"tweet_ 12654",224
"tweet_ 12655",233
"tweet_ 12656",70
"tweet_ 12657",40
"tweet_ 12658",147
"tweet_ 12659",129
"tweet_ 12660",250
"tweet_ 12661",260
"tweet_ 12662",90
"tweet_ 12663",48
"tweet_ 12664",129
"tweet_ 12665",242
"tweet_ 12666",13
"tweet_ 12667",88
"tweet_ 12668",247
"tweet_ 12669",87
"tweet_ 12670",75
"tweet_ 12671",36
"tweet_ 12672",175
"tweet_ 12673",224
"tweet_ 12674",54
"tweet_ 12675",18
"tweet_ 12676",55
"tweet_ 12677",178
"tweet_ 12678",250
"tweet_ 12679",247
"tweet_ 12680",110
"tweet_ 12681",187
"tweet_ 12682",29
"tweet_ 12683",35
"tweet_ 12684",198
"tweet_ 12685",13
"tweet_ 12686",162
"tweet_ 12687",14
"tweet_ 12688",34
"tweet_ 12689",13
"tweet_ 12690",242
"tweet_ 12691",136
"tweet_ 12692",184
"tweet_ 12693",143
"tweet_ 12694",79
"tweet_ 12695",208
"tweet_ 12696",60
"tweet_ 12697",198
"tweet_ 12698",172
"tweet_ 12699",48
"tweet_ 12700",162
"tweet_ 12701",202
"tweet_ 12702",106
"tweet_ 12703",204
"tweet_ 12704",178
"tweet_ 12705",127
"tweet_ 12706",25
"tweet_ 12707",12
"tweet_ 12708",204
"tweet_ 12709",102
"tweet_ 12710",250
"tweet_ 12711",257
"tweet_ 12712",203
"tweet_ 12713",170
"tweet_ 12714",78
"tweet_ 12715",199
"tweet_ 12716",202
"tweet_ 12717",163
"tweet_ 12718",49
"tweet_ 12719",215
"tweet_ 12720",66
"tweet_ 12721",122
"tweet_ 12722",147
"tweet_ 12723",209
"tweet_ 12724",90
"tweet_ 12725",151
"tweet_ 12726",230
"tweet_ 12727",242
"tweet_ 12728",231
"tweet_ 12729",130
"tweet_ 12730",60
"tweet_ 12731",87
"tweet_ 12732",198
"tweet_ 12733",136
"tweet_ 12734",175
"tweet_ 12735",49
"tweet_ 12736",122
"tweet_ 12737",64
"tweet_ 12738",129
"tweet_ 12739",232
"tweet_ 12740",133
"tweet_ 12741",39
"tweet_ 12742",12
"tweet_ 12743",47
"tweet_ 12744",90
"tweet_ 12745",13
"tweet_ 12746",113
"tweet_ 12747",45
"tweet_ 12748",158
"tweet_ 12749",238
"tweet_ 12750",19
"tweet_ 12751",242
"tweet_ 12752",250
"tweet_ 12753",147
"tweet_ 12754",190
"tweet_ 12755",90
"tweet_ 12756",162
"tweet_ 12757",230
"tweet_ 12758",242
"tweet_ 12759",205
"tweet_ 12760",162
"tweet_ 12761",57
"tweet_ 12762",90
"tweet_ 12763",140
"tweet_ 12764",235
"tweet_ 12765",256
"tweet_ 12766",242
"tweet_ 12767",224
"tweet_ 12768",230
"tweet_ 12769",172
"tweet_ 12770",65
"tweet_ 12771",242
"tweet_ 12772",158
"tweet_ 12773",40
"tweet_ 12774",195
"tweet_ 12775",70
"tweet_ 12776",51
"tweet_ 12777",57
"tweet_ 12778",17
"tweet_ 12779",51
"tweet_ 12780",175
"tweet_ 12781",126
"tweet_ 12782",252
"tweet_ 12783",153
"tweet_ 12784",170
"tweet_ 12785",172
"tweet_ 12786",90
"tweet_ 12787",132
"tweet_ 12788",110
"tweet_ 12789",187
"tweet_ 12790",253
"tweet_ 12791",231
"tweet_ 12792",172
"tweet_ 12793",57
"tweet_ 12794",55
"tweet_ 12795",42
"tweet_ 12796",162
"tweet_ 12797",175
"tweet_ 12798",247
"tweet_ 12799",209
"tweet_ 12800",18
"tweet_ 12801",17
"tweet_ 12802",57
"tweet_ 12803",81
"tweet_ 12804",250
"tweet_ 12805",133
"tweet_ 12806",89
"tweet_ 12807",5
"tweet_ 12808",20
"tweet_ 12809",106
"tweet_ 12810",148
"tweet_ 12811",60
"tweet_ 12812",226
"tweet_ 12813",56
"tweet_ 12814",79
"tweet_ 12815",207
"tweet_ 12816",54
"tweet_ 12817",110
"tweet_ 12818",13
"tweet_ 12819",84
"tweet_ 12820",75
"tweet_ 12821",79
"tweet_ 12822",106
"tweet_ 12823",215
"tweet_ 12824",205
"tweet_ 12825",198
"tweet_ 12826",196
"tweet_ 12827",27
"tweet_ 12828",135
"tweet_ 12829",86
"tweet_ 12830",129
"tweet_ 12831",36
"tweet_ 12832",125
"tweet_ 12833",237
"tweet_ 12834",160
"tweet_ 12835",161
"tweet_ 12836",33
"tweet_ 12837",133
"tweet_ 12838",8
"tweet_ 12839",78
"tweet_ 12840",245
"tweet_ 12841",244
"tweet_ 12842",85
"tweet_ 12843",250
"tweet_ 12844",158
"tweet_ 12845",233
"tweet_ 12846",6
"tweet_ 12847",45
"tweet_ 12848",224
"tweet_ 12849",64
"tweet_ 12850",27
"tweet_ 12851",225
"tweet_ 12852",244
"tweet_ 12853",30
"tweet_ 12854",74
